source,author,title,description,url,urlToImage,publishedAt,content,sent_pos,sent_neg,sent_neutral,date
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,"Australia’s Monthly CPI Higher Than Estimates, Aussie Edges Up",,https://biztoc.com/x/90106f1cb2fbaa6e,https://biztoc.com/cdn/90106f1cb2fbaa6e_s.webp,2025-05-28T02:08:34Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales plunge in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informatica a… [+982 chars]",0.0,0.0,0.730658233165741,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,Donald Trump Jr. Says We Are 'Seriously Long' Bitcoin And After TMTG Reveals Treasury Strategy,"Donald Trump Jr., the executive vice president of The Trump Organization, said Monday that the conglomerate is “seriously long” on Bitcoin (CRYPTO: BTC) following the Trump Media & Technology Group’s (NASDAQ:DJT) announcement to raise $2.5 billion to invest i…",https://biztoc.com/x/f2d90072aae1985f,https://biztoc.com/cdn/f2d90072aae1985f_s.webp,2025-05-28T02:08:29Z,"Donald Trump Jr., the executive vice president of The Trump Organization, said Monday that the conglomerate is seriously long on Bitcoin (CRYPTO: BTC) following the Trump Media &amp; Technology Group… [+132 chars]",0.0,0.0,0.8488218188285828,2025-05-28
"{'id': None, 'name': 'newsBTC'}",Ash Tiwari,"Bitcoin Sees Massive 7,883 BTC Outflow From Coinbase – Are Institutions Loading Up?","As Bitcoin (BTC) continues to trade near its recent all-time high (ATH) of $111,980, activity on major crypto exchanges suggests that institutional investors may be strengthening their BTC holdings. Most notably, Coinbase – the leading US-based crypto exchang…",http://www.newsbtc.com/bitcoin-news/bitcoin-sees-massive-7883-btc-outflow-from-coinbase-are-institutions-loading-up/,https://www.newsbtc.com/wp-content/uploads/2025/05/bitcoin_c7aecc.jpg?fit=1920%2C1280,2025-05-28T02:00:49Z,"Strict editorial policy that focuses on accuracy, relevance, and impartiality
Created by industry experts and meticulously reviewed
The highest standards in reporting and publishing
Strict editori… [+3334 chars]",0.5872948169708252,0.0,0.0,2025-05-28
"{'id': None, 'name': 'newsBTC'}",Keshav Verma,How Does Bitcoin Investor Behavior Shape Trends? Glassnode Reveals,"The on-chain analytics firm Glassnode has explained how Bitcoin investor behavior tends to reflect in price trend reversals and continuations. Glassnode Highlights Key Behavioral Patterns Behind Bitcoin Moves In a new thread on X, Glassnode has shared a new w…",http://www.newsbtc.com/bitcoin-news/bitcoin-investor-behavior-shape-trends-glassnode/,https://www.newsbtc.com/wp-content/uploads/2025/05/btc_2861af.png?fit=1792%2C1024,2025-05-28T02:00:32Z,"Keshav is currently a senior writer at NewsBTC and has been attached to the website since June 14, 2021. Keshav has been writing for many years, first as a hobbyist and later as a freelancer. He has … [+2820 chars]",0.0,0.0,0.9557508230209351,2025-05-28
"{'id': None, 'name': 'newsBTC'}",Aayush Jindal,Ethereum Price Rallies as Bitcoin Takes a Breather — Is ETH Leading the Charge?,"Ethereum price found support at $2,460 and started a fresh increase. ETH is now up over 5% and might attempt to clear the $2,720 resistance. Ethereum started a decent increase above the $2,550 and $2,620 levels. The price is trading near $2,580 and the 100-ho…",http://www.newsbtc.com/analysis/eth/ethereum-price-rallies-2720/,https://www.newsbtc.com/wp-content/uploads/2025/02/Ethereum-Price-Gearing-Up-for-Gains.jpg?fit=1792%2C1024,2025-05-28T01:58:47Z,"Strict editorial policy that focuses on accuracy, relevance, and impartiality
Created by industry experts and meticulously reviewed
The highest standards in reporting and publishing
Strict editori… [+2689 chars]",0.0,0.0,0.7140600681304932,2025-05-28
"{'id': None, 'name': 'Crypto Briefing'}",Vivian Nguyen,"Jack Dorsey’s Block to bring Bitcoin payments to Square, with full rollout set for 2026","Block's Bitcoin integration could revolutionize digital payments, enhancing transaction speed and cost-efficiency for global businesses.
The post Jack Dorsey’s Block to bring Bitcoin payments to Square, with full rollout set for 2026 appeared first on Crypto …",https://cryptobriefing.com/bitcoin-payments-square-rollout-2026/,https://static.cryptobriefing.com/wp-content/uploads/2024/08/07080752/Jack-Dorsey-800x420.png,2025-05-28T01:46:48Z,"Key Takeaways
<ul><li>Block will integrate Bitcoin payments into Square by 2026 using the Lightning Network.</li><li>The Bitcoin payments feature will allow near-instantaneous, low-cost transactions… [+1907 chars]",0.0,0.0,0.6181394457817078,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,Japan Pauses Stockpile Sales as Retailers Snap Up Rice,,https://biztoc.com/x/b0e10bb128d7ff63,https://biztoc.com/cdn/b0e10bb128d7ff63_s.webp,2025-05-28T01:46:43Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1025 chars]",0.0,0.0,0.9740680456161499,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",coindesk.com,Asia Morning Briefing: Bitcoin Becomes ‘Generational Asset’ as Speculators Ditch Rolexes,"Good Morning, Asia. Here's what's making news in the markets:
Welcome to Asia Morning Briefing, a daily summary of top stories during U.S. hours and an overview of market moves and analysis. For a detailed overview of U.S. markets, see CoinDesk's Crypto Daybo…",https://biztoc.com/x/8952e10b303d6d9a,https://biztoc.com/cdn/8952e10b303d6d9a_s.webp,2025-05-28T01:46:36Z,"Good Morning, Asia. Here's what's making news in the markets:Welcome to Asia Morning Briefing, a daily summary of top stories during U.S. hours and an overview of market moves and analysis. For a det… [+144 chars]",0.0,0.0,0.8306537866592407,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,Baidu-Backed AI 3D Game Creator Seele Seeks New Funding,,https://biztoc.com/x/c5fde372cb7a8fe0,https://biztoc.com/cdn/c5fde372cb7a8fe0_s.webp,2025-05-28T01:46:34Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1026 chars]",0.0,0.0,0.8269693851470947,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,Fed’s Williams Says Pandemic Changed Inflation Perceptions,,https://biztoc.com/x/cd6298474fd8299b,https://biztoc.com/cdn/cd6298474fd8299b_s.webp,2025-05-28T01:46:31Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1029 chars]",0.0,0.0,0.9243462085723877,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",coindesk.com,"Donald Trump Jr. Says Getting ‘Debanked, De-Insured, De-Everything’ Orange-Pilled Him","LAS VEGAS, Nevada — Donald Trump Jr., the eldest son of U.S. President Donald Trump, said he and his younger brother Eric Trump “orange-pilled” their father after the family and its organization experienced pervasive de-banking in the wake of Trump’s first pr…",https://biztoc.com/x/0b8b14512bb4bc54,https://biztoc.com/cdn/0b8b14512bb4bc54_s.webp,2025-05-28T01:46:25Z,"LAS VEGAS, Nevada Donald Trump Jr., the eldest son of U.S. President Donald Trump, said he and his younger brother Eric Trump orange-pilled their father after the family and its organization experien… [+140 chars]",0.0,0.7489403486251831,0.0,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,China Bank Touts Wall Street Internship for $1 Million Deposit,,https://biztoc.com/x/0de36c63cd06305b,https://biztoc.com/cdn/0de36c63cd06305b_s.webp,2025-05-28T01:46:21Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1032 chars]",0.0,0.0,0.9760871529579163,2025-05-28
"{'id': None, 'name': 'Memeorandum.com'}",,Vance to headline Vegas fundraiser for Trump PAC costing $1 million per head (Natalie Allison/Washington Post),"Natalie Allison / Washington Post:
Vance to headline Vegas fundraiser for Trump PAC costing $1 million per head  —  The exclusive fundraiser is taking place the night before Vance is scheduled to speak at the Bitcoin 2025 Conference in Las Vegas.  —  Vice Pre…",https://www.memeorandum.com/250527/p147,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/UWVHZD6HJ6SZBQEFYMKEGV7QKA_size-normalized.JPG&w=1440,2025-05-28T01:40:01Z,"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",0.0,0.0,0.9744167923927307,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,India Bonds Are a Buy for Citi on Diverging Rates Policy With US,,https://biztoc.com/x/daf5aafda91f8e85,https://biztoc.com/cdn/daf5aafda91f8e85_s.webp,2025-05-28T01:35:21Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1035 chars]",0.0,0.0,0.9025798439979553,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,Shares of China's Xiaomi set to rise 2.3% after reporting record profit,,https://biztoc.com/x/11843e13cf55b526,https://biztoc.com/cdn/11843e13cf55b526_s.webp,2025-05-28T01:35:15Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1045 chars]",0.8385441899299622,0.0,0.0,2025-05-28
"{'id': None, 'name': 'CoinDesk'}","AI Boost, Sam Reynolds",Asia Morning Briefing: Bitcoin Becomes ‘Generational Asset’ as Speculators Ditch Rolexes,"PLUS: ETH's rally might be in its early stages, but there are a few headwinds holding it back",https://www.coindesk.com/markets/2025/05/27/asia-morning-briefing-bitcoin-becomes-generational-asset-as-speculators-ditch-rolexes,https://cdn.sanity.io/images/s3y3vcno/production/7fb95ecfe8a35288e0c4c71be1d469d76a0722c1-1920x1570.jpg,2025-05-28T01:33:04Z,"Welcome to Asia Morning Briefing, a daily summary of top stories during U.S. hours and an overview of market moves and analysis. For a detailed overview of U.S. markets, see CoinDesk's Crypto Daybook… [+6194 chars]",0.0,0.0,0.8306537866592407,2025-05-28
"{'id': None, 'name': 'Yahoo Entertainment'}",,Asia Morning Briefing: Bitcoin Becomes ‘Generational Asset’ as Speculators Ditch Rolexes,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e79711e9-1244-4398-814c-0e7cbbe9d15c,,2025-05-28T01:33:04Z,"If you click 'Accept all', we and our partners, including 241 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]",0.0,0.0,0.8306537866592407,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,Oil prices inch up as U.S. bans Chevron from exporting Venezuelan crude,,https://biztoc.com/x/e22f9ad027e408f6,https://biztoc.com/cdn/e22f9ad027e408f6_s.webp,2025-05-28T01:24:18Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1030 chars]",0.0,0.8143545985221863,0.0,2025-05-28
"{'id': None, 'name': 'newsBTC'}",Aayush Jindal,Bitcoin Price Consolidates Gains — Is a Breakout Brewing in the Range?,"Bitcoin price started a fresh increase above the $108,000 zone. BTC is now consolidating gains and might aim for a move above $110,750 Bitcoin started a fresh upward move above the $108,000 zone. The price is trading above $108,000 and the 100 hourly Simple m…",http://www.newsbtc.com/analysis/btc/bitcoin-price-consolidates-108k/,https://www.newsbtc.com/wp-content/uploads/2025/03/Bitcoin-Price-Attempts-a-Comeback.jpg,2025-05-28T01:17:49Z,"Strict editorial policy that focuses on accuracy, relevance, and impartiality
Created by industry experts and meticulously reviewed
The highest standards in reporting and publishing
Strict editori… [+2628 chars]",0.6831455826759338,0.0,0.0,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",investing.com,Fed's Williams calls for strong response if inflation deviates from target,,https://biztoc.com/x/0f948f71683d5a87,https://biztoc.com/cdn/0f948f71683d5a87_s.webp,2025-05-28T01:13:28Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1038 chars]",0.0,0.0,0.8839613795280457,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",investing.com,BOJ governor says swings in super-long yields could impact shorter durations,,https://biztoc.com/x/54c4858a971d1d18,https://biztoc.com/cdn/54c4858a971d1d18_s.webp,2025-05-28T01:13:13Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1040 chars]",0.0,0.0,0.8191583752632141,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",thestreet.com,S&P 500 surges after surprising consumer confidence report,,https://biztoc.com/x/0a3f237936046ddf,https://biztoc.com/cdn/948/og.png,2025-05-28T01:12:56Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1021 chars]",0.8608245849609375,0.0,0.0,2025-05-28
"{'id': None, 'name': 'GlobeNewswire'}",Miningcoop,"Miningcoop Becomes the Leading Cloud Mining Platform of 2025, Offering Legally Compliant, Flexible, and Zero-Hardware Crypto Mining Contracts","As global demand for passive crypto income surges, Miningcoop stands out as a trusted and fully licensed platform offering flexible short-term contracts, mobile-friendly mining, and multi-coin options (BTC, ETH, DOGE). With no hardware required and daily payo…",https://www.globenewswire.com/news-release/2025/05/28/3089110/0/en/Miningcoop-Becomes-the-Leading-Cloud-Mining-Platform-of-2025-Offering-Legally-Compliant-Flexible-and-Zero-Hardware-Crypto-Mining-Contracts.html,https://ml.globenewswire.com/Resource/Download/5ba22405-c629-4dbb-836b-042b6e98b483,2025-05-28T01:10:00Z,"London, UK, May 27, 2025 (GLOBE NEWSWIRE) -- In the face of increasingly complex global economic conditions and regulatory scrutiny, Miningcoop, a global leader in cloud mining, is rapidly rising to … [+4992 chars]",0.792702853679657,0.0,0.0,2025-05-28
"{'id': None, 'name': 'CoinDesk'}",Cheyenne Ligon,"Donald Trump Jr. Says Getting ‘Debanked, De-Insured, De-Everything’ Orange-Pilled Him","The eldest son of U.S. President Donald Trump said his family’s interest in crypto was, at least at first, “a product of necessity.”",https://www.coindesk.com/policy/2025/05/27/donald-trump-jr-says-getting-debanked-de-insured-de-everything-orange-pilled-him,https://cdn.sanity.io/images/s3y3vcno/production/e0cb3d68d9cdd4b84e04c2bf09779a970e015025-7637x5228.jpg,2025-05-28T01:08:06Z,"LAS VEGAS, Nevada  Donald Trump Jr., the eldest son of U.S. President Donald Trump, said he and his younger brother Eric Trump orange-pilled their father after the family and its organization experie… [+2622 chars]",0.0,0.7489403486251831,0.0,2025-05-28
"{'id': None, 'name': 'Cointelegraph'}",Cointelegraph by Brayden Lindrea,"Nasdaq files for 21Shares Sui ETF, kicking off SEC review","Nasdaq has filed for crypto asset manager 21Shares to list a spot Sui exchange-traded fund (ETF) in the US, initiating the Securities and Exchange Commission’s review process.The stock market’s May 23 19b-4 filing, which asks the SEC to list the 21Shares SUI …",https://cointelegraph.com/news/nasdaq-files-21-shares-sui-etf-sec-review,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-05/0197140f-7121-760f-b190-2bca8ab2cd4d",2025-05-28T01:05:22Z,"Nasdaq has filed for crypto asset manager 21Shares to list a spot Sui exchange-traded fund (ETF) in the US, initiating the Securities and Exchange Commissions review process.
The stock markets May 2… [+2092 chars]",0.0,0.0,0.9731849431991577,2025-05-28
"{'id': None, 'name': 'Forbes'}","Javier Bastardo, Contributor, 
 Javier Bastardo, Contributor
 https://www.forbes.com/sites/javierbastardo/","According To The IMF, El Salvador’s Bitcoin Holdings Remain Unchanged","According to the IMF, El Salvador’s Bitcoin holdings remain unchanged as part of a $1.4B agreement that included Chivo wallet shutdown and Bitcoin law reform.",https://www.forbes.com/sites/digital-assets/2025/05/27/according-to-the-imf-el-salvadors-bitcoin-holdings-remain-unchanged/,https://imageio.forbes.com/specials-images/imageserve/68365da7c07388a43c99ec42/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-05-28T01:04:53Z,"WASHINGTON, DC - APRIL 14: U.S. President Donald Trump meets with President Nayib Bukele of El ... More Salvador in the Oval Office of the White House April 14, 2025 in Washington, DC. Trump and Buke… [+3316 chars]",0.0,0.0,0.9593418836593628,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,BOJ governor says swings in super-long yields could impact shorter durations,,https://biztoc.com/x/7479fa385fff39c9,https://biztoc.com/cdn/948/og.png,2025-05-28T01:02:25Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1039 chars]",0.0,0.0,0.8191583752632141,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,Hit Hong Kong Movie ‘Four Trails’ in Talks Over Worldwide Distribution,,https://biztoc.com/x/ef3a7c271f108641,https://biztoc.com/cdn/ef3a7c271f108641_s.webp,2025-05-28T01:02:05Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1039 chars]",0.0,0.0,0.9615345001220703,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,UBS’s Khan Sees Rich Customer Demand for Alternative Assets,,https://biztoc.com/x/a4fa9914aa574f00,https://biztoc.com/cdn/a4fa9914aa574f00_s.webp,2025-05-28T01:01:55Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1030 chars]",0.6227461099624634,0.0,0.0,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,Singapore's CapitaLand Ascendas REIT to buy two properties for $543.6 million,,https://biztoc.com/x/45dfebaed8a03024,https://biztoc.com/cdn/45dfebaed8a03024_s.webp,2025-05-28T01:01:43Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1033 chars]",0.0,0.0,0.9491673111915588,2025-05-28
"{'id': None, 'name': 'newsBTC'}",Christian Encila,Insane Bitcoin Surge Incoming? Expert’s Weekend Prediction Raises Eyebrows,"Bitcoin’s price swung wildly this week. It jumped past $111,900 on May 22, then fell to about $106,683 by May 25. Now, it’s trading around $109,060—a 0.74% dip over 24 hours but still up 3.30% on the week. Related Reading: XRP ETF At 83% Approval Odds—Is The …",http://www.newsbtc.com/news/bitcoin/insane-bitcoin-surge-incoming-experts-weekend-prediction-raises-eyebrows/,https://www.newsbtc.com/wp-content/uploads/2025/05/a_177bdd.jpg?fit=3000%2C2000,2025-05-28T01:00:00Z,"Strict editorial policy that focuses on accuracy, relevance, and impartiality
Created by industry experts and meticulously reviewed
The highest standards in reporting and publishing
Strict editori… [+2924 chars]",0.0,0.0,0.6691227555274963,2025-05-28
"{'id': None, 'name': 'MMA Mania'}",Andrew Richardson,"Hasbulla Pulls A Khamzat, Allegedly Cashes $3.5 Million Off Crypto Presale Scam","Hasbulla has upset a certain portion of his fanbase, allegedly pulling $3.5 million for himself in presale cash from his recent cryptocurrency drop with his $BULLA token.",https://www.mmamania.com/2025/5/27/24438345/rug-pull-hasbulla-khamzat-chimaev-accused-stealing-3-5-million-in-cryptocurrency-presale,https://cdn.vox-cdn.com/thumbor/i3FAY5M7P39407jsDggnW8xPnB4=/0x0:3897x2040/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/26009433/1748764532.jpg,2025-05-28T01:00:00Z,"Photo by Chris Unger/Zuffa LLC via Getty Images

 

 Bitcoin may have recently broken its all-time high, but that doesn’t mean every new cryptocurrency endeavor is guaranteed to be a success.
The wo… [+2119 chars]",0.0,0.0,0.8219130635261536,2025-05-28
"{'id': None, 'name': 'Decrypt'}",André Beganski,"Trump's Win Boosted Bitcoin Adoption by ‘Decades,’ Says Blockstream's Adam Back","Blockstream CEO Adam Back believes America’s first “crypto president” is a net positive for the space, even despite recent controversies.",https://decrypt.co/322359/trumps-win-boosted-bitcoin-adoption-decades-adam-back,https://cdn.decrypt.co/resize/1024/height/512/wp-content/uploads/2025/05/Blockstream-CEO-Adam-Back-gID_7.png,2025-05-28T00:56:55Z,"In brief
<ul><li>Blockstream CEO Adam Back says Trumps presidency is accelerating government interest in Bitcoin by decades.</li><li>Back, a veteran cypherpunk, views the shift as a departure from B… [+3543 chars]",0.0,0.0,0.5217602252960205,2025-05-28
"{'id': None, 'name': 'Yahoo Entertainment'}",,Trump Media Announces a $2.5 Billion Private Placement to Fund a New Bitcoin Treasury,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_de438af9-bd0a-4b1a-9537-54121f7aa082,,2025-05-28T00:56:24Z,"If you click 'Accept all', we and our partners, including 241 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]",0.0,0.0,0.8894954919815063,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,Chinese Stock Market in Limbo as Investors Lack Conviction,,https://biztoc.com/x/eaa92a6a5a8080d6,https://biztoc.com/cdn/eaa92a6a5a8080d6_s.webp,2025-05-28T00:50:56Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1029 chars]",0.0,0.925870418548584,0.0,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",investing.com,"Elon Musk must face lawsuit over his role in DOGE under Trump, judge says",,https://biztoc.com/x/9fa53f13082ab8f1,https://biztoc.com/cdn/948/og.png,2025-05-28T00:50:56Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1037 chars]",0.0,0.0,0.4978647530078888,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,SpaceX Starship launched on ninth test flight after last two blew up,,https://biztoc.com/x/291773d2aaa0dd78,https://biztoc.com/cdn/948/og.png,2025-05-28T00:50:40Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1053 chars]",0.0,0.0,0.8705043196678162,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",investing.com,"Trump says Golden Dome to cost Canada $61 bln, but free if it gives up sovereignty",,https://biztoc.com/x/c8bbc70710125395,https://biztoc.com/cdn/948/og.png,2025-05-28T00:50:38Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1040 chars]",0.0,0.0,0.8557803630828857,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",breakingthenews.net,"Trump Jr. touts 'natural ties' between crypto, free speech","Donald Trump Jr., United States President Donald Trump's son, hailed what he called ""natural ties"" between free speech, crypto, Bitcoin and blockchain technologies, during the Bitcoin 20...",https://biztoc.com/x/8dea706677516552,https://biztoc.com/cdn/8dea706677516552_s.webp,2025-05-28T00:39:39Z,"Donald Trump Jr., United States President Donald Trump's son, hailed what he called ""natural ties"" between free speech, crypto, Bitcoin and blockchain technologies, during the Bitcoin 20...
This sto… [+55 chars]",0.0,0.0,0.9305452108383179,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,China Seeks to Slow Yuan’s Gains After Months of Propping It Up,,https://biztoc.com/x/f1165da8d1ebbac0,https://biztoc.com/cdn/f1165da8d1ebbac0_s.webp,2025-05-28T00:28:33Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1034 chars]",0.0,0.0,0.8822284936904907,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,"Gold Edges Higher After Loss With US Data, Trade Talks in Focus",,https://biztoc.com/x/ee3483460de2632c,https://biztoc.com/cdn/ee3483460de2632c_s.webp,2025-05-28T00:28:28Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1033 chars]",0.0,0.0,0.7741600871086121,2025-05-28
"{'id': None, 'name': 'Decrypt'}",Jason Nelson,Third Arrest Made in High-Profile Kidnapping of Bitcoin Investor in New York,Another man was arrested in New York to face charges related to an abduction case that left a Bitcoin investor tortured and held for weeks.,https://decrypt.co/322356/third-arrest-made-kidnapping-bitcoin-investor-new-york,https://cdn.decrypt.co/resize/1024/height/512/wp-content/uploads/2025/05/jail_decrypt_style_01-gID_7.png,2025-05-28T00:24:53Z,"In brief
<ul><li>William Duplessie surrendered to the NYPD on Tuesday, bringing to a close a months-long search by the NYPD.</li><li>Duplessie faces charges of first-degree kidnapping, second-degree… [+2585 chars]",0.0,0.8366996645927429,0.0,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",wsj.com,General Motors to Invest $888 Million in Propulsion Plant,,https://biztoc.com/x/e7f50cdea6e88cfe,https://biztoc.com/cdn/948/og.png,2025-05-28T00:17:37Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+1014 chars]",0.0,0.0,0.881340742111206,2025-05-28
"{'id': None, 'name': 'Biztoc.com'}",barrons.com,Trump to Lose Majority Stake in DJT Over Bitcoin Play,,https://biztoc.com/x/772476707497bb7e,https://biztoc.com/cdn/772476707497bb7e_s.webp,2025-05-28T00:17:23Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla sales drop sharply in Europe? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Salesforce's Informa… [+981 chars]",0.0,0.6274614930152893,0.0,2025-05-28
"{'id': 'cbs-news', 'name': 'CBS News'}",CBS News,Vance to deliver keynote address at Las Vegas Bitcoin conference,"Big names in cryptocurrency and some familiar faces from the White House are gathering in Las Vegas for a three-day Bitcoin conference, where Vice President JD Vance will deliver the keynote address. CBS News correspondent Carter Evans has the details.",https://www.cbsnews.com/video/vance-to-deliver-keynote-address-las-vegas-bitcoin-conference/,https://assets2.cbsnewsstatic.com/hub/i/r/2025/05/28/da32a68c-9122-4273-a45c-13f96d6aea6c/thumbnail/1200x630/835e27f1c9dfd00f9ca0f36a800afd71/cbsn-fusion-vance-to-deliver-keynote-address-las-vegas-bitcoin-conference-thumbnail.jpg?v=f5922acb8cfbf6d7fe1f82314e5e9885,2025-05-28T00:07:00Z,Copyright ©2025 CBS Interactive Inc. All rights reserved.,0.0,0.0,0.9302343726158142,2025-05-28
